#MPEC1 CAMP ELLIOTT 32.859167 -117.105556 539 ft RAWS
#
#Data provided by: Bureau of Land Management & Miramar Fire Department
#MesoWest Disclaimer
#
#English Units   Variable Descriptions

MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,PREC,PEAK,DWPF
1,8,2015, 0,24,PST, 55.0,56,0.0,3.0,,2,0.0,3.57,3,39.6
1,8,2015, 1,24,PST, 55.0,56,1.0,3.0,41,2,0.0,3.57,3,39.6
1,8,2015, 2,24,PST, 55.0,57,2.0,3.0,30,2,0.0,3.57,3,40.0
1,8,2015, 3,24,PST, 55.0,54,2.0,3.0,54,2,0.0,3.57,3,38.7
1,8,2015, 4,24,PST, 55.0,54,3.0,5.0,51,2,0.0,3.57,5,38.7
1,8,2015, 5,24,PST, 56.0,52,2.0,4.0,57,2,0.0,3.57,4,38.6
1,8,2015, 6,24,PST, 57.0,50,2.0,4.0,57,2,0.0,3.57,4,38.5
1,8,2015, 7,24,PST, 57.0,51,0.0,3.0,,2,3.0,3.57,3,39.1
1,8,2015, 8,24,PST, 58.0,56,0.0,2.0,,2,56.0,3.57,2,42.4
1,8,2015, 9,24,PST, 60.0,59,1.0,4.0,58,2,235.0,3.57,4,45.6
1,8,2015, 10,24,PST, 69.0,30,2.0,3.0,128,2,429.0,3.57,3,36.3
1,8,2015, 11,24,PST, 70.0,24,2.0,3.0,151,2,315.0,3.57,3,31.5
1,8,2015, 12,24,PST, 74.0,21,2.0,5.0,223,2,797.0,3.57,5,31.6
1,8,2015, 13,24,PST, 73.0,24,2.0,5.0,211,2,375.0,3.57,5,34.1
1,8,2015, 14,24,PST, 71.0,28,3.0,4.0,207,2,269.0,3.57,4,36.2
1,8,2015, 15,24,PST, 71.0,41,2.0,4.0,256,2,381.0,3.57,4,46.1
1,8,2015, 16,24,PST, 69.0,41,1.0,4.0,219,2,187.0,3.57,4,44.3
1,8,2015, 17,24,PST, 62.0,56,0.0,2.0,,2,5.0,3.57,2,46.1
1,8,2015, 18,24,PST, 59.0,63,0.0,0.0,,2,0.0,3.57,0,46.4
1,8,2015, 19,24,PST, 58.0,70,0.0,0.0,,2,0.0,3.57,0,48.3
1,8,2015, 20,24,PST, 58.0,68,0.0,0.0,,2,0.0,3.57,0,47.5
1,8,2015, 21,24,PST, 57.0,67,0.0,0.0,,2,0.0,3.57,0,46.2
1,8,2015, 22,24,PST, 57.0,64,0.0,0.0,,2,0.0,3.57,0,44.9
1,8,2015, 23,24,PST, 57.0,59,0.0,0.0,,2,0.0,3.57,0,42.8
1,9,2015, 0,24,PST, 56.0,72,0.0,0.0,,2,0.0,3.57,0,47.1
1,9,2015, 1,24,PST, 56.0,69,0.0,0.0,,2,0.0,3.57,0,46.0
1,9,2015, 2,24,PST, 55.0,67,0.0,0.0,,2,0.0,3.57,0,44.2
1,9,2015, 3,24,PST, 56.0,67,0.0,0.0,,2,0.0,3.57,0,45.2
1,9,2015, 4,24,PST, 56.0,63,1.0,3.0,50,2,0.0,3.57,3,43.6
1,9,2015, 5,24,PST, 55.0,66,2.0,3.0,49,2,0.0,3.57,3,43.9
1,9,2015, 6,24,PST, 56.0,62,1.0,3.0,87,2,0.0,3.57,3,43.2
1,9,2015, 7,24,PST, 56.0,63,1.0,3.0,30,2,12.0,3.57,3,43.6
1,9,2015, 8,24,PST, 57.0,67,0.0,1.0,,2,43.0,3.57,1,46.2
1,9,2015, 9,24,PST, 60.0,62,0.0,0.0,,2,188.0,3.57,0,46.9
1,9,2015, 10,24,PST, 64.0,52,1.0,2.0,120,2,401.0,3.57.0,2.0,57,2,0.0,3.57,2,47.6
1,10,2015, 5,24,PST, 51.0,81,0.0,3.0,,2,0.0,3.57,3,45.4
1,10,2015, 6,24,PST, 51.0,76,0.0,2.0,,2,0.0,3.57,2,43.7
1,10,2015, 7,24,PST, 52.0,70,2.0,3.0,42,2,12.0,3.57,3,42.5
1,10,2015, 8,24,PST, 59.0,56,2.0,4.0,49,2,128.0,3.57,4,43.3
1,10,2015, 9,24,PST, 66.0,52,0.0,3.0,,2,334.0,3.57,3,47.9
1,10,2015, 10,24,PST, 65.0,53,0.0,0.0,,2,360.0,3.57,0,47.4
1,10,2015, 11,24,PST, 70.0,37,1.0,4.0,147,2,695.0,3.57,4,42.5
1,10,2015, 12,24,PST, 73.0,30,0.0,3.0,,2,675.0,3.57,3,39.7
1,10,2015, 13,24,PST, 75.0,31,2.0,4.0,196,2,727.0,3.57,4,42.3
1,10,2015, 14,24,PST, 74.0,41,1.0,4.0,222,2,366.0,3.57,4,48.8
1,10,2015, 15,24,PST, 69.0,55,3.0,6.0,219,2,218.0,3.57,6,52.1
1,10,2015, 16,24,PST, 66.0,55,1.0,5.0,251,2,92.0,3.57,5,49.4
1,10,2015, 17,24,PST, 65.0,53,0.0,0.0,,2,4.0,3.57,0,47.4
1,10,2015, 18,24,PST, 64.0,54,0.0,0.0,,2,0.0,3.57,0,47.0
1,10,2015, 19,24,PST, 61.0,68,0.0,0.0,,2,0.0,3.57,0,50.4
1,10,2015, 20,24,PST, 58.0,76,0.0,0.0,,2,0.0,3.57,0,50.5
1,10,2015, 21,24,PST, 59.0,72,0.0,0.0,,2,0.0,3.57,0,50.0
1,10,2015, 22,24,PST, 59.0,76,0.0,0.0,,2,0.0,3.57,0,51.4
1,10,2015, 23,24,PST, 58.0,75,0.0,0.0,,2,0.0,3.57,0,50.1
1,11,2015, 0,24,PST, 58.0,79,0.0,0.0,,2,0.0,3.57,0,51.5
1,11,2015, 1,24,PST, 57.0,85,0.0,0.0,,2,0.0,3.57,0,52.5
1,11,2015, 2,24,PST, 58.0,83,0.0,0.0,,2,0.0,3.57,0,52.9
1,11,2015, 3,24,PST, 56.0,90,0.0,0.0,,2,0.0,3.57,0,53.1
1,11,2015, 4,24,PST, 57.0,85,0.0,0.0,,2,0.0,3.57,0,52.5
1,11,2015, 5,24,PST, 57.0,82,0.0,0.0,,2,0.0,3.57,0,51.6
1,11,2015, 6,24,PST, 56.0,93,0.0,0.0,,2,0.0,3.57,0,54.0
1,11,2015, 7,24,PST, 55.0,97,0.0,0.0,,2,5.0,3.57,0,54.2
1,11,2015, 8,24,PST, 55.0,98,0.0,0.0,,2,58.0,3.58,0,54.4
1,11,2015, 9,24,PST, 56.0,97,1.0,4.0,50,2,89.0,3.58,4,55.2
1,11,2015, 10,24,PST, 58.0,95,1.0,3.0,62,2,68.0,3.58,3,56.6
1,11,2015, 11,24,PST, 59.0,96,0.0,2.0,,2,140.0,3.59,2,57.9
1,11,2015, 12,24,PST, 60.0,96,0.0,0.0,,2,183.0,3.62,0,58.9
1,11,2015, 13,24,PST, 59.0,96,0.0,0.0,,2,104.0,3.65,0,57.9
1,11,2015, 14,24,PST, 60.0,96,0.0,0.0,,2,68.0,3.70,0,58.9
1,11,2015, 15,24,PST, 59.0,98,0.0,0.0,,2,57.0,3.75,0,58.4
1,11,2015, 16,24,PST, 59.0,97,2.0,4.0,319,2,50.0,3.75,4,58.1
1,11,2015, 17,24,PST, 59.0,98,1.0,3.0,329,2,14.0,3.76,3,58.4
1,11,2015, 18,24,PST, 58.0,98,0.0,1.0,,2,0.0,3.78,1,57.4
1,11,2015, 19,24,PST, 58.0,9813,24,PST, 68.0,67,2.0,5.0,314,2,571.0,3.80,5,56.6
1,12,2015, 14,24,PST, 67.0,70,3.0,5.0,307,2,632.0,3.80,5,56.9
1,12,2015, 15,24,PST, 67.0,69,4.0,6.0,306,2,451.0,3.80,6,56.5
1,12,2015, 16,24,PST, 63.0,77,4.0,7.0,308,2,194.0,3.80,7,55.7
1,12,2015, 17,24,PST, 60.0,87,0.0,6.0,,2,7.0,3.80,6,56.1
1,12,2015, 18,24,PST, 59.0,91,2.0,4.0,318,2,0.0,3.80,4,56.4
1,12,2015, 19,24,PST, 59.0,89,2.0,5.0,309,2,0.0,3.80,5,55.8
1,12,2015, 20,24,PST, 59.0,,24,PST, 68.0,62,3.0,5.0,324,2,608.0,3.80,5,54.5
1,13,2015, 15,24,PST, 66.0,64,3.0,5.0,311,2,234.0,3.80,5,53.5
1,13,2015, 16,24,PST, 64.0,72,2.0,5.0,315,2,110.0,3.80,5,54.8
1,13,2015, 17,24,PST, 60.0,82,2.0,4.0,322,2,5.0,3.80,4,54.5
1,13,2015, 18,24,PST, 57.0,88,0.0,3.0,,2,0.0,3.80,3,53.5
1,13,2015, 19,24,PST, 55.0,96,0.0,0.0,,2,0.0,3.80,0,53.9
1,13,2015, 20,24,PST, 55.0,94,0.0,0.0,,2,1.0,3.80,0,53.3
1,13,2015, 21,24,PST, 53.0,92,0.0,0.0,,2,0.0,3.80,0,50.7
1,13,2015, 22,24,PST, 53.0,86,0.0,0.0,,2,0.0,3.80,0,48.9
1,13,2015, 23,24,PST, 51.0,73,0.0,0.0,,2,0.0,3.80,0,42.7
1,14,2015, 0,24,PST, 52.0,59,0.0,0.0,,2,0.0,3.80,0,38.1
1,14,2015, 1,24,PST, 52.0,57,0.0,0.0,,2,0.0,3.80,0,37.2
1,14,2015, 2,24,PST, 48.0,66,0.0,0.0,,2,0.0,3.80,0,37.2
1,14,2015, 3,24,PST, 47.0,68,0.0,0.0,,2,0.0,3.80,0,37.0
1,14,2015, 4,24,PST, 45.0,72,0.0,0.0,,2,0.0,3.80,0,36.5
1,14,2015, 5,24,PST, 47.0,66,0.0,0.0,,2,0.0,3.80,0,36.2
1,14,2015, 6,24,PST, 47.0,66,3.0,4.0,50,2,0.0,3.80,4,36.2
1,14,2015, 7,24,PST, 47.0,66,2.0,4.0,32,2,11.0,3.80,4,36.2
1,14,2015, 8,24,PST, 53.0,55,2.0,5.0,65,2,235.0,3.80,5,37.3
1,14,2015, 9,24,PST, 61.0,44,2.0,4.0,59,2,462.0,3.80,4,38.9
1,14,2015, 10,24,PST, 68.0,27,1.0,3.0,343,2,647.0,3.80,3,32.8
1,14,2015, 11,24,PST, 69.0,27,2.0,4.0,309,2,759.0,3.80,4,33.6
1,14,2015, 12,24,PST, 70.0,24,3.0,5.0,299,2,802.0,3.80,5,31.5
1,14,2015, 13,24,PST, 71.0,23,4.0,6.0,304,2,759.0,3.80,6,31.3
1,14,2015, 14,24,PST, 72.0,26,3.0,5.0,289,2,628.0,3.80,5,35.2
1,14,2015, 15,24,PST, 71.0,31,3.0,5.0,302,2,359.0,3.80,5,38.8
1,14,2015, 16,24,PST, 67.0,39,3.0,5.0,298,2,195.0,3.80,5,41.2
1,14,2015, 17,24,PST, 63.0,49,0.0,4.0,,2,8.0,3.80,4,43.5
1,14,2015, 18,24,PST, 59.0,57,1.0,3.0,359,2,0.0,3.80,3,43.8
1,14,2015, 19,24,PST, 56.0,63,2.0,2.0,1,2,0.0,3.80,2,43.6
1,14,2015, 20,24,PST, 51.0,70,1.0,3.0,41,2,0.0,3.80,3,41.6
1,14,2015, 21,24,PST, 53.0,65,2.0,4.0,40,2,0.0,3.80,4,41.6
1,14,2015, 22,24,PST, 53.0,67,2.0,3.0,68,2,0.0,3.80,3,42.3
1,14,2015, 23,24,PST, 54.0,60,2.0,3.0,47,2,0.0,3.80,3,40.4
1,15,2015, 0,24,PST, 54.0,51,3.0,4.0,48,2,0.0,3.80,4,36.3
1,15,2015, 1,24,PST, 53.0,55,3.0,4.0,43,2,0.0,3.80,4,37.3
1,15,2015, 2,24,PST, 53.0,56,1.0,3.0,52,2,0.0,3.80,3,37.7
1,15,2015, 3,24,PST, 51.0,59,0.0,0.0,,2,0.0,3.80,0,37.2
1,15,2015, 4,24,PST, 48.0,67,3.0,3.0,49,2,0.0,3.80,3,37.6
1,15,2015, 5,24,PST, 47.0,68,2.0,4.0,48,2,0.0,3.80,4,37.0
1,15,2015, 6,24,PST, 49.0,63,3.0,4.0,47,2,0.0,3.80,4,37.0
1,15,2015, 7,24,PST, 49.0,65,2.0,5.0,61,2,10.0,3.80,5,37.8
1,15,2015, 8,24,PST, 58.0,46,2.0,3.0,54,2,239.0,3.80,3,37.3
1,15,2015, 9,24,PST, 69.0,31,1.0,3.0,18,2,466.0,3.80,3,37.1
1,15,2015, 10,24,PST, 73.0,25,1.0,3.0,312,2,647.0,3.80,3,35.1
1,15,2015, 11,24,PST, 73.0,24,2.0,4.0,301,2,764.0,3.80,4,34.1
1,15,2015, 12,24,PST, 75.0,22,2.0,4.0,295,2,802.0,3.80,4,33.6
1,15,2015, 13,24,PST, 73.0,26,3.0,6.0,306,2,759.0,3.80,6,36.1
1,15,2015, 14,24,PST, 72.0,26,4.0,7.0,306,2,637.0,3.80,7,35.2
1,15,2015, 15,24,PST, 71.0,33,5.0,7.0,310,2,455.0,3.80,7,40.4
1,15,2015, 16,24,PST, 70.0,31,4.0,5.0,306,2,228.0,3.80,5,38.0
1,15,2015, 17,24,PST, 67.0,36,1.0,5.0,318,2,10.0,3.80,5,39.2
1,15,2015, 18,24,PST, 58.0,55,0.0,2.0,,2,0.0,3.80,2,41.9
1,15,2015, 19,24,PST, 53.0,61,0.0,0.0,,2,0.0,3.80,0,39.9
1,15,2015, 20,24,PST, 53.0,63,2.0,3.0,34,2,0.0,3.80,3,40.7
1,15,2015, 21,24,PST, 54.0,62,2.0,3.0,48,2,0.0,3.80,3,41.3
1,15,2015, 22,24,PST, 55.0,59,0.0,2.0,,2,0.0,3.80,2,40.9
1,15,2015, 23,24,PST, 54.0,61,2.0,3.0,49,2,0.0,3.80,3,40.9
1,16,2015, 0,24,PST, 52.0,63,2.0,4.0,52,2,0.0,3.80,4,39.8
1,16,2015, 1,24,PST, 51.0,65,3.0,4.0,51,2,0.0,3.80,4,39.7
1,16,2015, 2,24,PST, 51.0,59,2.0,4.0,55,2,0.0,3.80,4,37.2
1,16,2015, 3,24,PST, 50.0,60,2.0,4.0,48,2,0.0,3.80,4,36.7
1,16,2015, 4,24,PST, 50.0,56,2.0,3.0,20,2,0.0,3.80,3,34.9
1,16,2015, 5,24,PST, 48.0,64,3.0,4.0,49,2,0.0,3.80,4,36.4
1,16,2015, 6,24,PST, 49.0,57,2.0,4.0,55,2,0.0,3.80,4,34.4
1,16,2015, 7,24,PST, 52.0,50,4.0,5.0,77,2,11.0,3.80,5,33.9
1,16,2015, 8,24,PST, 57.0,43,3.0,6.0,49,2,250.0,3.80,6,34.7
1,16,2015, 9,24,PST, 66.0,30,3.0,5.0,71,2,482.0,3.80,5,33.7
1,16,2015, 10,24,PST, 73.0,22,0.0,4.0,,2,673.0,3.80,4,31.9
1,16,2015, 11,24,PST, 75.0,19,2.0,4.0,221,2,784.0,3.80,4,29.9
1,16,2015, 12,24,PST, 73.0,25,3.0,5.0,308,2,824.0,3.80,5,35.1
1,16,2015, 13,24,PST, 74.0,20,3.0,5.0,304,2,716.0,3.80,5,30.4
1,16,2015, 14,24,PST, 76.0,18,1.0,4.0,252,2,658.0,3.80,4,29.4
1,16,2015, 15,24,PST, 74.0,21,2.0,4.0,303,2,264.0,3.80,4,31.6
1,16,2015, 16,24,PST, 71.0,27,3.0,4.0,307,2,142.0,3.80,4,35.3
1,16,2015, 17,24,PST, 65.0,51,0.0,4.0,,2,12.0,3.80,4,46.4
1,16,2015, 18,24,PST, 58.0,59,1.0,3.0,15,2,0.0,3.80,3,43.8
1,16,2015, 19,24,PST, 53.0,69,0.0,3.0,,2,0.0,3.80,3,43.1
1,16,2015, 20,24,PST, 55.0,63,0.0,0.0,,2,0.0,3.80,0,42.6
1,16,2015, 21,24,PST, 52.0,69,0.0,0.0,,2,0.0,3.80,0,42.1
1,16,2015, 22,24,PST, 52.0,67,1.0,2.0,25,2,0.0,3.80,2,41.4
1,16,2015, 23,24,PST, 51.0,68,2.0,3.0,48,2,0.0,3.80,3,40.8
1,17,2015, 0,24,PST, 51.0,69,2.0,3.0,47,2,0.0,3.80,3,41.2
1,17,2015, 1,24,PST, 52.0,66,2.0,3.0,56,2,0.0,3.80,3,41.0
1,17,2015, 2,24,PST, 52.0,65,2.0,3.0,57,2,0.0,3.80,3,40.6
1,17,2015, 3,24,PST, 53.0,61,2.0,4.0,55,2,0.0,3.80,4,39.9
1,17,2015, 4,24,PST, 52.0,59,2.0,3.0,51,2,0.0,3.80,3,38.1
1,17,2015, 5,24,PST, 53.0,55,2.0,3.0,40,2,0.0,3.80,3,37.3
1,17,2015, 6,24,PST, 53.0,54,2.0,3.0,38,2,0.0,3.80,3,36.8
1,17,2015, 7,24,PST, 53.0,54,3.0,4.0,48,2,11.0,3.80,4,36.8
1,17,2015, 8,24,PST, 60.0,46,1.0,4.0,63,2,236.0,3.80,4,39.2
1,17,2015, 9,24,PST, 68.0,35,1.0,1.0,358,2,462.0,3.80,1,39.3
1,17,2015, 10,24,PST, 70.0,26,2.0,3.0,279,2,643.0,3.80,3,33.5
1,17,2015, 11,24,PST, 72.0,23,2.0,4.0,224,2,764.0,3.80,4,32.2
1,17,2015, 12,24,PST, 75.0,26,1.0,3.0,259,2,803.0,3.80,3,37.8
1,17,2015, 13,24,PST, 76.0,25,1.0,3.0,332,2,758.0,3.80,3,37.6
1,17,2015, 14,24,PST, 78.0,25,1.0,2.0,250,2,629.0,3.80,2,39.3
1,17,2015, 15,24,PST, 73.0,37,3.0,5.0,234,2,452.0,3.80,5,45.2
1,17,2015, 16,24,PST, 71.0,35,2.0,4.0,234,2,227.0,3.80,4,42.0
1,17,2015, 17,24,PST, 65.0,45,2.0,3.0,207,2,12.0,3.80,3,43.1
1,17,2015, 18,24,PST, 59.0,52,1.0,2.0,236,2,0.0,3.80,2,41.4
1,17,2015, 19,24,PST, 54.0,67,2.0,2.0,30,2,0.0,3.80,2,43.3
1,17,2015, 20,24,PST, 52.0,75,2.0,3.0,45,2,0.0,3.80,3,44.3
1,17,2015, 21,24,PST, 55.0,66,2.0,3.0,73,2,0.0,3.80,3,43.9
1,17,2015, 22,24,PST, 56.0,63,1.0,4.0,24,2,0.0,3.80,4,43.6
1,17,2015, 23,24,PST, 57.0,59,3.0,4.0,45,0,0.0,3.80,4,42.8
1,18,2015, 0,24,PST, 55.0,63,2.0,4.0,41,0,0.0,3.80,4,42.6
1,18,2015, 1,24,PST, 53.0,70,2.0,4.0,54,0,0.0,3.80,4,43.5
1,18,2015, 2,24,PST, 53.0,69,2.0,4.0,40,0,0.0,3.80,4,43.1
1,18,2015, 3,24,PST, 54.0,67,2.0,3.0,40,0,0.0,3.80,3,43.3
1,18,2015, 4,24,PST, 52.0,70,2.0,4.0,48,0,0.0,3.80,4,42.5
1,18,2015, 5,24,PST, 52.0,69,2.0,3.0,49,0,0.0,3.80,3,42.1
1,18,2015, 6,24,PST, 52.0,65,2.0,4.0,45,0,0.0,3.80,4,40.6
1,18,2015, 7,24,PST, 52.0,64,2.0,3.0,53,0,22.0,3.80,3,40.2
1,18,2015, 8,24,PST, 60.0,49,2.0,3.0,30,0,170.0,3.80,3,40.8
1,18,2015, 9,24,PST, 66.0,40,0.0,3.0,,0,431.0,3.80,3,41.0
1,18,2015, 10,24,PST, 68.0,34,3.0,5.0,312,0,517.0,3.80,5,38.6
1,18,2015, 11,24,PST, 71.0,31,1.0,4.0,354,0,800.0,3.80,4,38.8
1,18,2015, 12,24,PST, 77.0,26,1.0,2.0,301,0,828.0,3.80,2,39.5
1,18,2015, 13,24,PST, 78.0,23,2.0,4.0,239,0,776.0,3.80,4,37.2
1,18,2015, 14,24,PST, 75.0,27,4.0,5.0,305,0,575.0,3.80,5,38.7
1,18,2015, 15,24,PST, 72.0,29,4.0,6.0,307,0,524.0,3.80,6,38.0
1,18,2015, 16,24,PST, 71.0,27,2.0,4.0,326,0,213.0,3.80,4,35.3
1,18,2015, 17,24,PST, 67.0,35,2.0,4.0,321,0,18.0,3.80,4,38.4
1,18,2015, 18,24,PST, 61.0,41,1.0,3.0,356,0,1.0,3.80,3,37.1
1,18,2015, 19,24,PST, 58.0,56,2.0,2.0,341,0,0.0,3.80,2,42.4
1,18,2015, 20,24,PST, 55.0,61,2.0,3.0,359,0,0.0,3.80,3,41.8
1,18,2015, 21,24,PST, 53.0,67,1.0,2.0,16,0,0.0,3.80,2,42.3
1,18,2015, 22,24,PST, 51.0,73,1.0,2.0,17,2,0.0,3.80,2,42.7
1,18,2015, 23,24,PST, 51.0,71,2.0,3.0,20,2,0.0,3.80,3,41.9
1,19,2015, 0,24,PST, 51.0,70,1.0,3.0,29,2,0.0,3.80,3,41.6
1,19,2015, 1,24,PST, 51.0,72,1.0,3.0,24,2,0.0,3.80,3,42.3
1,19,2015, 2,24,PST, 50.0,74,2.0,3.0,39,2,0.0,3.80,3,42.0
1,19,2015, 3,24,PST, 50.0,77,2.0,3.0,68,2,0.0,3.80,3,43.1
1,19,2015, 4,24,PST, 50.0,77,2.0,3.0,71,2,0.0,3.80,3,43.1
1,19,2015, 5,24,PST, 49.0,75,2.0,3.0,56,0,0.0,3.80,3,41.4
1,194.0,3.80,3,45.2
1,19,2015, 12,24,PST, 74.0,40,2.0,3.0,233,0,802.0,3.80,3,48.1
1,19,2015, 13,24,PST, 74.0,49,2.0,3.0,303,0,756.0,3.80,3,53.6
1,19,2015, 14,24,PST, 71.0,60,3.0,5.0,239,0,636.0,3.80,5,56.4
1,19,2015, 15,24,PST, 67.0,68,3.0,5.0,307,0,448.0,3.80,5,56.1
1,19,2015, 16,24,PST, 66.0,69,2.0,4.0,292,0,230.0,3.80,4,55.5
1,19,2015, 17,24,PST, 63.0,77,0.0,4.0,,0,13.0,3.80,4,55.7
1,19,2015, 18,24,PST, 56.0,91,0.0,0.0,,2,0.0,3.80,0,53.4
1,19,2015, 19,24,PST, 52.0,93,0.0,0.0,,2,0.0,3.80,0,50.0
1,19,2015, 20,24,PST, 52.0,96,0.0,0.0,,2,0.0,3.80,0,50.9
1,19,2015, 21,24,PST, 52.0,96,0.0,2.0,,2,0.0,3.80,2,50.9
1,19,2015, 22,24,PST, 54.0,98,0.0,0.0,,2,0.0,3.80,0,53.4
1,19,2015, 23,24,PST, 55.0,99,0.0,0.0,,2,0.0,3.80,0,54.7
1,20,2015, 0,24,PST, 54.0,99,0.0,2.0,,2,0.0,3.80,2,53.7
1,20,2015, 1,24,PST, 54.0,100,0.0,0.0,,2,0.0,3.80,0,54.0
1,20,2015, 2,24,PST, 53.0,100,1.0,3.0,101,2,0.0,3.80,3,53.0
1,20,2015, 3,24,PST, 53.0,100,0.0,2.0,,2,0.0,3.80,2,53.0
1,20,2015, 4,24,PST, 53.0,100,0.0,0.0,,2,0.0,3.80,0,53.0
1,20,2015, 5,24,PST, 53.0,,0.0,1.0,,2,0.0,3.80,1,
1,20,2015, 6,24,PST, 53.0,,1.0,2.0,197,2,0.0,3.80,2,
1,20,2015, 7,24,PST, 53.0,,0.0,2.0,,2,4.0,3.80,2,
1,20,2015, 8,24,PST, 53.0,,0.0,1.0,,2,97.0,3.80,1,
1,20,2015, 9,24,PST, 54.0,100,0.0,0.0,,2,169.0,3.80,0,54.0
1,20,2015, 10,24,PST, 56.0,96,1.0,3.0,312,2,276.0,3.80,3,54.9
1,20,2015, 11,24,PST, 58.0,87,2.0,4.0,325,2,313.0,3.80,4,54.2
1,20,2015, 12,24,PST, 62.0,80,1.0,4.0,305,2,779.0,3.80,4,55.8
1,20,2015, 13,24,PST, 60.0,85,2.0,4.0,291,2,332.0,3.80,4,55.5
1,20,2015, 14,24,PST, 60.0,82,2.0,4.0,305,2,711.0,3.80,4,54.5
1,20,2015, 15,24,PST, 62.0,76,2.0,4.0,330,2,462.0,3.80,4,54.3
1,20,2015, 16,24,PST, 62.0,77,0.0,3.0,,2,80.0,3.80,3,54.7
1,20,2015, 17,24,PST, 58.0,84,2.0,4.0,285,2,19.0,3.80,4,53.2
1,20,2015, 18,24,PST, 57.0,88,2.0,4.0,302,2,0.0,3.80,4,53.5
1,20,2015, 19,24,PST, 57.0,88,1.0,3.0,22,2,0.0,3.80,3,53.5
1,20,2015, 20,24,PST, 57.0,89,0.0,1.0,,2,0.0,3.80,1,53.8
1,20,2015, 21,24,PST, 57.0,86,1.0,3.0,134,2,0.0,3.80,3,52.9
1,20,2015, 22,24,PST, 57.0,85,1.0,3.0,151,2,0.0,3.80,3,52.5
1,20,2015, 23,24,PST, 56.0,85,2.0,4.0,143,2,0.0,3.80,4,51.6
1,21,2015, 0,24,PST, 56.0,84,0.0,3.0,,2,0.0,3.80,3,51.2
1,21,2015, 1,24,PST, 56.0,83,0.0,0.0,,2,0.0,3.80,0,50.9
1,21,2015, 2,24,PST, 55.0,83,0.0,0.0,,2,0.0,3.80,0,49.9
1,21,2015, 3,24,PST, 55.0,83,2.0,3.0,138,2,0.0,3.80,3,49.9
1,21,2015, 4,24,PST, 55.0,84,0.0,4.0,,2,0.0,3.80,4,50.3
1,21,2015, 5,24,PST, 55.0,85,0.0,0.0,,2,0.0,3.80,0,50.6
1,21,2015, 6,24,PST, 54.0,85,0.0,0.0,,2,0.0,3.80,0,49.6
1,21,2015, 7,24,PST, 54.0,84,0.0,0.0,,2,7.0,3.80,0,49.3
1,21,2015, 8,24,PST, 55.0,82,0.0,0.0,,2,72.0,3.80,0,49.6
1,21,2015, 9,24,PST, 56.0,79,1.0,3.0,8,2,172.0,3.80,3,49.6
1,21,2015, 10,24,PST, 62.0,68,0.0,2.0,,2,538.0,3.80,2,51.3
1,21,2015, 11,24,PST, 6,2.0,4.0,57,2,0.0,3.80,4,26.0
1,22,2015, 5,24,PST, 51.0,45,2.0,4.0,35,2,0.0,3.80,4,30.4
1,22,2015, 6,24,PST, 48.0,49,3.0,4.0,59,2,0.0,3.80,4,29.8
1,22,2015, 7,24,PST, 47.0,54,3.0,4.0,44,2,27.0,3.80,4,31.2
1,22,2015, 8,24,PST, 57.0,35,1.0,4.0,35,2,291.0,3.80,4,29.6
1,22,2015, 9,24,PST, 69.0,19,0.0,3.0,,2,283.0,3.80,3,25.0
1,22,2015, 10,24,PST, 73.0,21,0.0,0.0,,2,756.0,3.80,0,30.8
1,22,2015, 11,24,PST, 72.0,19,1.0,4.0,324,2,852.0,3.80,4,27.5
1,22,2015, 12,24,PST, 78.0,12,1.0,2.0,276,2,936.0,3.80,2,21.3
1,22,2015, 13,24,PST, 78.0,10,2.0,4.0,1,2,529.0,3.80,4,17.0
1,22,2015, 14,24,PST, 75.0,10,3.0,6.0,40,2,272.0,3.80,6,14.8
1,22,2015, 15,24,PST, 74.0,10,3.0,6.0,22,2,247.0,3.80,6,14.0
1,22,2015, 16,24,PST, 72.0,34,3.0,5.0,317,2,345.0,3.80,5,42.1
1,22,2015, 17,24,PST, 67.0,44,2.0,6.0,314,2,19.0,3.80,6,44.4
1,22,2015, 18,24,PST, 65.0,35,3.0,4.0,332,2,0.0,3.80,4,36.7
1,22,2015, 19,24,PST, 58.0,29,2.0,3.0,46,2,0.0,3.80,3,25.9
1,22,2015, 20,24,PST, 60.0,17,1.0,4.0,52,2,0.0,3.80,4,15.1
1,22,2015, 21,24,PST, 56.0,25,1.0,3.0,113,2,0.0,3.80,3,20.7
1,22,2015, 22,24,PST, 55.0,25,2.0,3.0,42,2,0.0,3.80,3,19.8
1,22,2015, 23,24,PST, 51.0,29,2.0,3.0,360,2,0.0,3.80,3,19.9
1,23,2015, 0,24,PST, 50.0,28,2.0,3.0,40,2,0.0,3.80,3,18.2
1,23,2015, 1,24,PST, 50.0,32,2.0,4.0,59,2,0.0,3.80,4,21.3
1,23,2015, 2,24,PST, 52.0,28,1.0,5.0,79,2,0.0,3.80,5,19.9
1,23,2015, 3,24,PST, 53.0,27,1.0,3.0,22,2,0.0,3.80,3,19.9
1,23,2015, 4,24,PST, 53.0,27,2.0,3.0,47,2,0.0,3.80,3,19.9
1,23,2015, 5,24,PST, 49.0,31,2.0,4.0,40,2,0.0,3.80,4,19.7
