#MPEC1 CAMP ELLIOTT 32.859167 -117.105556 539 ft RAWS
#
#Data provided by: Bureau of Land Management & Miramar Fire Department
#MesoWest Disclaimer
#
#English Units   Variable Descriptions

MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,PREC,PEAK,DWPF
2,27,2014, 0,24,PST, 55.0,92,0.0,2.0,,2,0.0,9.07,2,52.7
2,27,2014, 1,24,PST, 57.0,84,2.0,3.0,104,2,0.0,9.07,3,52.2
2,27,2014, 2,24,PST, 56.0,87,0.0,3.0,,2,0.0,9.07,3,52.2
2,27,2014, 3,24,PST, 56.0,84,1.0,2.0,141,2,0.0,9.07,2,51.2
2,27,2014, 4,24,PST, 58.0,78,4.0,6.0,153,2,0.0,9.07,6,51.2
2,27,2014, 5,24,PST, 59.0,76,2.0,5.0,145,2,0.0,9.07,5,51.4
2,27,2014, 6,24,PST, 56.0,93,0.0,4.0,,2,0.0,9.07,4,54.0
2,27,2014, 7,24,PST, 55.0,99,2.0,4.0,143,2,25.0,9.07,4,54.7
2,27,2014, 8,24,PST, 56.0,99,3.0,5.0,151,2,72.0,9.07,5,55.7
2,27,2014, 9,24,PST, 57.0,99,3.0,6.0,157,2,161.0,9.09,6,56.7
2,27,2014, 10,24,PST, 59.0,98,2.0,4.0,156,2,193.0,9.09,4,58.4
2,27,2014, 11,24,PST, 61.0,96,1.0,3.0,154,2,231.0,9.11,3,59.8
2,27,2014, 12,24,PST, 62.0,92,0.0,2.0,,2,309.0,9.11,2,59.6
2,27,2014, 13,24,PST, 65.0,84,0.0,2.0,,2,607.0,9.12,2,60.0
2,27,2014, 14,24,PST, 66.0,81,3.0,5.0,220,2,252.0,9.12,5,60.0
2,27,2014, 15,24,PST, 67.0,76,2.0,5.0,196,2,221.0,9.12,5,59.2
2,27,2014, 16,24,PST, 64.0,82,4.0,6.0,199,2,108.0,9.12,6,58.4
2,27,2014, 17,24,PST, 62.0,89,3.0,6.0,190,2,33.0,9.12,6,58.7
2,27,2014, 18,24,PST, 61.0,91,2.0,4.0,153,2,0.0,9.12,4,58.4
2,27,2014, 19,24,PST, 61.0,92,1.0,3.0,184,2,0.0,9.12,3,58.7
2,27,2014, 20,24,PST, 60.0,93,0.0,1.0,,2,0.0,9.12,1,58.0
2,27,2014, 21,24,PST, 60.0,96,1.0,3.0,82,2,0.0,9.12,3,58.9
2,27,2014, 22,24,PST, 59.0,94,0.0,3.0,,2,0.0,9.12,3,57.3
2,27,2014, 23,24,PST, 60.0,93,0.0,3.0,,2,0.0,9.12,3,58.0
2,28,2014, 0,24,PST, 59.0,97,0.0,0.0,,2,0.0,9.13,0,58.1
2,28,2014, 1,24,PST, 59.0,98,0.0,2.0,,2,0.0,9.15,2,58.4
2,28,2014, 2,24,PST, 59.0,96,2.0,4.0,93,2,0.0,9.17,4,57.9
2,28,2014, 3,24,PST, 58.0,96,1.0,5.0,134,2,0.0,9.19,5,56.9
2,28,2014, 4,24,PST, 59.0,98,3.0,4.0,142,2,0.0,9.19,4,58.4
2,28,2014, 5,24,PST, 59.0,99,4.0,8.0,164,2,0.0,9.21,8,58.7
2,28,2014, 6,24,PST, 60.0,99,4.0,8.0,183,2,0.0,9.28,8,59.7
2,28,2014, 7,24,PST, 61.0,99,6.0,9.0,166,2,16.0,9.35,9,60.7
2,28,2014, 8,24,PST, 61.0,99,5.0,10.0,173,2,52.0,9.42,10,60.7
2,28,2014, 9,24,PST, 62.0,98,6.0,11.0,177,2,193.0,9.50,11,61.4
2,28,2014, 10,24,PST, 62.0,94,7.0,12.0,168,2,23.0,9.50,12,60.3
2,28,2014, 11,24,PST, 62.0,93,7.0,15.0,172,2,134.0,9.51,15,59.9
2,28,2014, 12,24,PST, 62.0,98,8.0,14.0,179,2,67.0,9.70,14,61.4
2,28,2014, 13,24,PST, 62.0,97,9.0,17.0,186,2,393.0,9.80,17,61.1
2,28,2014, 14,24,PST, 64.0,92,9.0,17.0,183,2,181.0,9.81,17,61.6
2,28,2014, 15,24,PST, 65.0,86,9.0,16.0,190,2,824.0,9.81,16,60.7
2,28,2014, 23,24,PST, 57.0,98,4.0,8.0,178,2,0.0,10.19,8,56.4
3,1,2014, 0,24,PST, 57.0,97,4.0,8.0,175,2,0.0,10.19,8,56.2
3,1,2014, 1,24,PST, 58.0,95,4.0,9.0,185,2,0.0,10.19,9,56.6
3,1,2014, 2,24,PST, 58.0,96,4.0,9.0,191,2,0.0,10.24,9,56.9
3,1,2014, 3,24,PST, 54.0,94,1.0,10.0,191,2,0.0,10.32,10,52.3
3,1,2014, 4,24,PST, 54.0,98,1.0,2.0,154,2,0.0,10.32,2,53.4
3,1,2014, 5,24,PST, 54.0,99,0.0,2.0,,2,0.0,10.32,2,53.7
3,1,2014, 6,24,PST, 55.0,98,0.0,0.0,,2,0.0,10.32,0,54.4
3,1,2014, 7,24,PST, 56.0,98,3.0,4.0,157,2,15.0,10.33,4,55.4
3,1,2014, 8,24,PST, 58.0,90,3.0,5.0,156,2,379.0,10.34,5,55.1
3,1,2014, 9,24,PST, 58.0,90,3.0,6.0,165,2,46.0,10.34,6,55.1
3,1,2014, 10,24,PST, 54.0,90,4.0,10.0,234,2,110.0,10.48,10,51.1
3,1,2014, 11,24,PST, 61.0,81,3.0,7.0,178,2,694.0,10.50,7,55.1
3,1,2014, 12,24,PST, 63.0,69,5.0,9.0,203,2,624.0,10.50,9,52.7
3,1,2014, 13,24,PST, 62.0,70,5.0,8.0,191,2,337.0,10.50,8,52.1
3,1,2014, 14,24,PST, 63.0,75,5.0,8.0,203,2,357.0,10.50,8,54.9
3,1,2014, 15,24,PST, 61.0,79,5.0,9.0,185,2,166.0,10.50,9,54.4
3,1,2014, 16,24,PST, 62.0,73,4.0,7.0,185,2,314.0,10.50,7,53.2
3,1,2014, 17,24,PST, 59.0,82,3.0,8.0,187,2,11.0,10.50,8,53.5
3,1,2014, 18,24,PST, 54.0,91,2.0,7.0,213,2,1.0,10.58,7,51.4
3,1,2014, 19,24,PST, 53.0,97,0.0,4.0,,2,0.0,10.64,4,52.2
3,1,2014, 20,24,PST, 53.0,95,0.0,0.0,,2,0.0,10.64,0,51.6
3,1,2014, 21,24,PST, 51.0,97,0.0,0.0,,2,1.0,10.64,0,50.2
3,1,2014, 22,24,PST, 52.0,97,1.0,3.0,85,2,0.0,10.64,3,51.2
3,1,2014, 23,24,PST, 52.0,97,2.0,3.0,93,2,0.0,10.64,3,51.2
3,2,2014, 0,24,PST, 51.0,98,1.0,3.0,91,2,0.0,10.64,3,50.5
3,2,2014, 1,24,PST, 51.0,99,0.0,0.0,,2,0.0,10.64,0,50.7
3,2,2014, 2,24,PST, 53.0,100,0.0,0.0,,2,0.0,10.65,0,53.0
3,2,2014, 3,24,PST, 54.0,99,0.0,1.0,,2,0.0,10.67,1,53.7
3,2,2014, 4,24,PST, 53.0,100,0.0,1.0,,2,0.0,10.67,1,53.0
3,2,2014, 5,24,PST, 52.0,100,0.0,1.0,,2,0.0,10.67,1,52.0
3,2,2014, 6,24,PST, 52.0,100,0.0,2.0,,2,1.0,10.67,2,52.0
3,2,2014, 7,24,PST, 54.0,100,2.0,3.0,127,2,66.0,10.67,3,54.0
3,2,2014, 8,24,PST, 56.0,96,2.0,3.0,241,2,179.0,10.67,3,54.9
3,2,2014, 9,24,PST, 55.0,96,2.0,3.0,281,2,207.0,10.68,3,53.9
3,2,2014, 10,24,PST, 55.0,97,2.0,3.0,226,2,160.0,10.74,3,54.2
3,2,2014, 11,24,PST, 56.0,97,2.0,3.0,125,2,302.0,10.77,3,55.2
3,2,2014, 12,24,PST, 59.0,88,2.0,4.0,183,2,284.0,10.78,4,55.4
3,2,2014, 13,24,PST, 60.0,85,2.0,4.0,154,2,524.0,10.78,4,55.5
3,2,2014, 14,24,PST, 62.0,74,1.0,3.0,180,2,365.0,10.78,3,53.6
3,2,2014, 15,24,PST, 62.0,75,2.0,4.0,323,2,225.0,10.78,4,54.0
3,2,2014, 16,24,PST, 64.0,66,1.0,4.0,360,2,368.0,10.78,4,52.4
3,2,2014, 17,24,PST, 62.0,69,1.0,3.0,17,2,68.0,10.78,3,51.7
3,2,2014, 18,24,PST, 58.0,84,1.0,2.0,34,2,1.0,10.78,2,53.2
3,2,2014, 19,24,PST, 54.0,93,1.0,2.0,39,2,0.0,10.78,2,52.0
3,2,2014, 20,24,PST, 54.0,92,1.0,2.0,357,2,0.0,10.78,2,51.7
3,2,2014, 21,24,PST, 52.0,96,0.0,2.0,,2,0.0,10.78,2,50.9
3,2,2014, 22,24,PST, 51.0,97,0.0,0.0,,2,0.0,10.78,0,50.2
3,2,2014, 23,24,PST, 51.0,98,0.0,0.0,,2,0.0,10.78,0,50.5
3,3,2014, 0,24,PST, 49.0,99,0.0,0.0,,2,0.0,10.78,0,48.7
3,3,2014, 1,24,PST, 50.0,98,0.0,0.0,,2,1.0,10.78,0,49.5
3,3,2014, 2,24,PST, 49.0,99,0.0,0.0,,2,0.0,10.78,0,48.7
3,3,2014, 3,24,PST, 48.0,98,0.0,0.0,,2,0.0,10.78,0,47.5
3,3,2014, 4,24,PST, 48.0,99,0.0,0.0,,2,0.0,10.78,0,47.7
3,3,2014, 5,24,PST, 48.0,100,2.0,3.0,44,2,0.0,10.78,3,48.0
3,3,2014, 6,24,PST, 48.0,98,2.0,3.0,56,2,1.0,10.78,3,47.5
3,3,2014, 7,24,PST, 50.0,93,1.0,3.0,56,2,107.0,10.78,3,48.1
3,3,2014, 8,24,PST, 56.0,81,0.0,2.0,,2,362.0,10.78,2,50.3
3,3,2014, 9,24,PST, 63.0,69,1.0,2.0,127,2,581.0,10.78,2,52.7
3,3,2014, 10,24,PST, 66.0,58,1.0,3.0,274,2,70.0,10.78,3,50.8
3,3,2014, 11,24,PST, 66.0,57,3.0,5.0,302,2,315.0,10.78,5,50.3
3,3,2014, 12,24,PST, 68.0,56,3.0,6.0,325,2,1010.0,10.78,6,51.7
3,3,2014, 13,24,PST, 66.0,64,5.0,7.0,305,2,998.0,10.78,7,53.5
3,3,2014, 14,24,PST, 64.0,68,6.0,9.0,303,2,854.0,10.78,9,53.2
3,3,2014, 15,24,PST, 64.0,67,5.0,9.0,304,2,423.0,10.78,9,52.8
3,3,2014, 16,24,PST, 63.0,70,4.0,7.0,311,2,273.0,10.78,7,53.1
3,3,2014, 17,24,PST, 61.0,76,4.0,7.0,312,2,105.0,10.78,7,53.4
3,3,2014, 18,24,PST, 59.0,81,3.0,5.0,325,2,1.0,10.78,5,53.2
3,3,2014, 19,24,PST, 58.0,88,2.0,4.0,307,2,0.0,10.78,4,54.5
3,3,2014, 20,24,PST, 58.0,90,2.0,3.0,311,2,0.0,10.78,3,55.1
3,3,2014, 21,24,PST, 56.0,90,0.0,3.0,,2,0.0,10.78,3,53.1
3,3,2014, 22,24,PST, 52.0,99,0.0,0.0,,2,0.0,10.78,0,51.7
3,3,2014, 23,24,PST, 52.0,99,0.0,0.0,,2,0.0,10.78,0,51.7
3,4,2014, 0,24,PST, 51.0,97,0.0,0.0,,2,0.0,10.78,0,50.2
3,4,2014, 1,24,PST, 50.0,99,0.0,0.0,,2,0.0,10.78,0,49.7
3,4,2014, 2,24,PST, 49.0,99,0.0,0.0,,2,0.0,10.78,0,48.7
3,4,2014, 3,24,PST, 52.0,100,0.0,0.0,,-1,0.0,10.78,0,52.0
3,4,2014, 4,24,PST, 54.0,94,0.0,2.0,,2,0.0,10.78,2,52.3
3,4,2014, 5,24,PST, 54.0,96,0.0,1.0,,2,0.0,10.78,1,52.9
3,4,2014, 6,24,PST, 54.0,92,2.0,3.0,100,2,0.0,10.78,3,51.7
3,4,2014, 7,24,PST, 55.0,88,0.0,1.0,,2,62.0,10.78,1,51.5
3,4,2014, 8,24,PST, 56.0,83,2.0,3.0,282,2,124.0,10.78,3,50.9
3,4,2014, 9,24,PST, 59.0,75,1.0,3.0,282,2,248.0,10.78,3,51.1
3,4,2014, 10,24,PST, 62.0,68,0.0,3.0,,2,307.0,10.78,3,51.3
3,4,2014, 11,24,PST, 67.0,58,1.0,3.0,29,2,342.0,10.78,3,51.7
3,4,2014, 12,24,PST, 65.0,60,2.0,5.0,318,2,413.0,10.78,5,50.8
3,4,2014, 13,24,PST, 68.0,58,3.0,5.0,289,2,1099.0,10.78,5,52.7
3,4,2014, 14,24,PST, 69.0,55,3.0,6.0,308,2,880.0,10.78,6,52.1
3,4,2014, 15,24,PST, 67.0,59,3.0,7.0,275,2,643.0,10.78,7,52.2
3,4,2014, 16,24,PST, 65.0,65,3.0,6.0,273,2,434.0,10.78,6,52.9
3,4,2014, 17,24,PST, 62.0,72,3.0,6.0,302,2,164.0,10.78,6,52.9
3,4,2014, 18,24,PST, 59.0,81,2.0,4.0,304,2,1.0,10.78,4,53.2
3,4,2014, 19,24,PST, 58.0,84,1.0,3.0,322,2,0.0,10.78,3,53.2
3,4,2014, 20,24,PST, 53.0,94,0.0,2.0,,2,0.0,10.78,2,51.3
3,4,2014, 21,24,PST, 52.0,97,0.0,0.0,,2,0.0,10.78,0,51.2
3,4,2014, 22,24,PST, 51.0,97,0.0,0.0,,2,0.0,10.78,0,50.2
3,4,2014, 23,24,PST, 52.0,99,1.0,2.0,18,2,0.0,10.78,2,51.7
3,5,2014, 0,24,PST, 52.0,99,1.0,2.0,34,2,0.0,10.78,2,51.7
3,5,2014, 1,24,PST, 51.0,99,0.0,1.0,,2,0.0,10.78,1,50.7
3,5,2014, 2,24,PST, 51.0,100,0.0,0.0,,2,0.0,10.78,0,51.0
3,5,2014, 3,24,PST, 51.0,99,2.0,2.0,42,2,0.0,10.78,2,50.7
3,5,2014, 4,24,PST, 51.0,99,0.0,2.0,,2,0.0,10.78,2,50.7
3,5,2014, 5,24,PST, 51.0,99,2.0,3.0,37,2,0.0,10.78,3,50.7
3,5,2014, 6,24,PST, 50.0,99,0.0,2.0,,2,1.0,10.78,2,49.7
3,5,2014, 7,24,PST, 53.0,99,0.0,0.0,,2,78.0,10.78,0,52.7
3,5,2014, 8,24,PST, 61.0,79,0.0,0.0,,2,414.0,10.78,0,54.4
3,5,2014, 9,24,PST, 65.0,70,1.0,3.0,1,2,591.0,10.78,3,55.0
3,5,2014, 10,24,PST, 69.0,61,0.0,3.0,,2,70.0,10.78,3,55.0
3,5,2014, 11,24,PST, 71.0,55,2.0,4.0,292,2,997.0,10.78,4,54.0
3,5,2014, 12,24,PST, 72.0,57,3.0,5.0,320,2,1040.0,10.78,5,55.9
3,5,2014, 13,24,PST, 71.0,59,4.0,6.0,298,2,999.0,10.78,6,55.9
3,5,2014, 14,24,PST, 65.0,73,5.0,8.0,307,2,876.0,10.78,8,56.1
3,5,2014, 15,24,PST, 68.0,64,3.0,6.0,324,2,684.0,10.78,6,55.4
3,5,2014, 16,24,PST, 65.0,73,4.0,6.0,312,2,447.0,10.78,6,56.1
3,5,2014, 17,24,PST, 63.0,78,3.0,6.0,314,2,165.0,10.78,6,56.0
3,5,2014, 18,24,PST, 58.0,91,3.0,5.0,304,2,1.0,10.78,5,55.4
3,5,2014, 19,24,PST, 58.0,92,1.0,4.0,335,2,0.0,10.78,4,55.7
3,5,2014, 20,24,PST, 58.0,92,2.0,3.0,334,2,0.0,10.78,3,55.7
3,5,2014, 21,24,PST, 58.0,94,1.0,3.0,338,2,0.0,10.78,3,56.3
3,5,2014, 22,24,PST, 58.0,96,0.0,2.0,,2,0.0,10.78,2,56.9
3,5,2014, 23,24,PST, 58.0,97,0.0,0.0,,2,0.0,10.78,0,57.2
3,6,2014, 0,24,PST, 57.0,98,0.0,0.0,,2,0.0,10.78,0,56.4
3,6,2014, 1,24,PST, 57.0,99,0.0,0.0,,2,0.0,10.78,0,56.7
3,6,2014, 2,24,PST, 57.0,99,0.0,0.0,,2,0.0,10.78,0,56.7
3,6,2014, 3,24,PST, 56.0,100,0.0,0.0,,2,0.0,10.78,0,56.0
3,6,2014, 4,24,PST, 56.0,100,0.0,0.0,,2,0.0,10.78,0,56.0
3,6,2014, 5,24,PST, 56.0,99,0.0,0.0,,2,1.0,10.78,0,55.7
3,6,2014, 6,24,PST, 55.0,99,3.0,5.0,103,2,1.0,10.78,5,54.7
3,6,2014, 7,24,PST, 56.0,98,0.0,4.0,,2,29.0,10.78,4,55.4
3,6,2014, 8,24,PST, 57.0,94,2.0,4.0,286,2,46.0,10.78,4,55.3
3,6,2014, 9,24,PST, 59.0,88,0.0,5.0,,2,174.0,10.78,5,55.4
3,6,2014, 10,24,PST, 63.0,76,2.0,4.0,111,2,368.0,10.78,4,55.3
3,6,2014, 11,24,PST, 70.0,60,0.0,4.0,,2,982.0,10.78,4,55.5
3,6,2014, 12,24,PST, 74.0,49,1.0,3.0,281,2,797.0,10.78,3,53.6
3,6,2014, 13,24,PST, 75.0,52,3.0,5.0,253,2,838.0,10.78,5,56.2
3,6,2014, 14,24,PST, 72.0,52,3.0,7.0,289,2,845.0,10.78,7,53.4
3,6,2014, 15,24,PST, 69.0,57,4.0,7.0,302,2,591.0,10.78,7,53.1
3,6,2014, 16,24,PST, 69.0,59,3.0,6.0,285,2,408.0,10.78,6,54.1
3,6,2014, 17,24,PST, 65.0,69,3.0,5.0,294,2,142.0,10.78,5,54.6
3,6,2014, 18,24,PST, 61.0,82,2.0,4.0,290,2,2.0,10.78,4,55.5
3,6,2014, 19,24,PST, 59.0,91,0.0,3.0,,2,0.0,10.78,3,56.4
3,6,2014, 20,24,PST, 60.0,89,0.0,0.0,,2,0.0,10.78,0,56.7
3,6,2014, 21,24,PST, 59.0,91,0.0,0.0,,2,0.0,10.78,0,56.4
3,6,2014, 22,24,PST, 59.0,93,0.0,0.0,,2,0.0,10.78,0,57.0
3,6,2014, 23,24,PST, 59.0,91,2.0,5.0,201,2,0.0,10.78,5,56.4
3,7,2014, 0,24,PST, 58.0,98,1.0,4.0,153,2,0.0,10.78,4,57.4
3,7,2014, 1,24,PST, 58.0,99,0.0,2.0,,2,0.0,10.78,2,57.7
3,7,2014, 2,24,PST, 58.0,99,0.0,0.0,,2,0.0,10.78,0,57.7
3,7,2014, 3,24,PST, 57.0,99,2.0,3.0,170,2,0.0,10.78,3,56.7
3,7,2014, 4,24,PST, 57.0,99,1.0,4.0,152,2,0.0,10.78,4,56.7
3,7,2014, 5,24,PST, 57.0,99,0.0,1.0,,2,0.0,10.78,1,56.7
3,7,2014, 6,24,PST, 57.0,98,0.0,0.0,,2,1.0,10.78,0,56.4
3,7,2014, 7,24,PST, 57.0,93,1.0,3.0,103,2,38.0,10.78,3,55.0
3,7,2014, 8,24,PST, 58.0,88,0.0,3.0,,2,89.0,10.78,3,54.5
3,7,2014, 9,24,PST, 59.0,88,0.0,0.0,,2,127.0,10.78,0,55.4
3,7,2014, 10,24,PST, 61.0,83,0.0,0.0,,2,171.0,10.78,0,55.8
3,7,2014, 11,24,PST, 62.0,80,1.0,3.0,332,2,245.0,10.78,3,55.8
3,7,2014, 12,24,PST, 66.0,68,1.0,3.0,3,2,635.0,10.78,3,55.1
3,7,2014, 13,24,PST, 70.0,60,2.0,5.0,322,2,617.0,10.78,5,55.5
3,7,2014, 14,24,PST, 70.0,62,3.0,6.0,290,2,957.0,10.78,6,56.4
3,7,2014, 15,24,PST, 69.0,65,4.0,6.0,307,2,621.0,10.78,6,56.7
3,7,2014, 16,24,PST, 64.0,75,4.0,7.0,308,2,210.0,10.78,7,55.9
3,7,2014, 17,24,PST, 64.0,71,3.0,6.0,311,2,116.0,10.78,6,54.4
3,7,2014, 18,24,PST, 62.0,76,1.0,5.0,324,2,3.0,10.78,5,54.3
3,7,2014, 19,24,PST, 60.0,84,1.0,2.0,324,2,0.0,10.78,2,55.1
3,7,2014, 20,24,PST, 58.0,90,1.0,3.0,359,2,0.0,10.78,3,55.1
3,7,2014, 21,24,PST, 55.0,93,0.0,1.0,,2,0.0,10.78,1,53.0
3,7,2014, 22,24,PST, 54.0,93,0.0,0.0,,2,0.0,10.78,0,52.0
3,7,2014, 23,24,PST, 55.0,94,1.0,3.0,60,2,0.0,10.78,3,53.3
3,8,2014, 0,24,PST, 56.0,95,0.0,2.0,,2,0.0,10.78,2,54.6
3,8,2014, 1,24,PST, 54.0,95,2.0,3.0,28,2,0.0,10.78,3,52.6
3,8,2014, 2,24,PST, 53.0,92,1.0,3.0,51,2,0.0,10.78,3,50.7
3,8,2014, 3,24,PST, 53.0,96,2.0,3.0,41,2,0.0,10.78,3,51.9
3,8,2014, 4,24,PST, 52.0,86,1.0,4.0,21,2,0.0,10.78,4,47.9
3,8,2014, 5,24,PST, 53.0,80,2.0,3.0,38,2,0.0,10.78,3,47.0
3,8,2014, 6,24,PST, 54.0,67,2.0,4.0,49,2,2.0,10.78,4,43.3
3,8,2014, 7,24,PST, 59.0,54,2.0,4.0,49,2,31.0,10.78,4,42.4
3,8,2014, 8,24,PST, 71.0,24,2.0,3.0,72,2,468.0,10.78,3,32.4
3,8,2014, 9,24,PST, 77.0,23,1.0,3.0,104,2,46.0,10.78,3,36.3
3,8,2014, 10,24,PST, 82.0,15,1.0,3.0,161,2,135.0,10.78,3,29.8
3,8,2014, 11,24,PST, 84.0,11,2.0,4.0,42,2,1060.0,10.78,4,23.8
3,8,2014, 12,24,PST, 82.0,17,4.0,6.0,277,2,1097.0,10.78,6,32.9
3,8,2014, 13,24,PST, 80.0,15,4.0,8.0,301,2,1050.0,10.78,8,28.2
3,8,2014, 14,24,PST, 80.0,13,4.0,8.0,304,2,929.0,10.78,8,24.7
3,8,2014, 15,24,PST, 79.0,16,5.0,9.0,310,2,730.0,10.78,9,29.0
3,8,2014, 16,24,PST, 78.0,19,5.0,9.0,308,2,482.0,10.78,9,32.4
3,8,2014, 17,24,PST, 77.0,24,2.0,6.0,323,2,206.0,10.78,6,37.4
3,8,2014, 18,24,PST, 72.0,22,3.0,6.0,348,2,2.0,10.78,6,31.1
3,8,2014, 19,24,PST, 69.0,21,3.0,5.0,7,2,0.0,10.78,5,27.4
3,8,2014, 20,24,PST, 66.0,24,1.0,3.0,357,2,0.0,10.78,3,28.2
3,8,2014, 21,24,PST, 59.0,39,1.0,3.0,14,2,0.0,10.78,3,34.1
3,8,2014, 22,24,PST, 57.0,42,1.0,3.0,11,2,0.0,10.78,3,34.1
3,8,2014, 23,24,PST, 59.0,39,1.0,4.0,336,2,0.0,10.78,4,34.1
3,9,2014, 0,24,PST, 57.0,37,2.0,3.0,32,2,0.0,10.78,3,31.0
3,9,2014, 1,24,PST, 57.0,34,2.0,3.0,23,2,0.0,10.78,3,28.9
3,9,2014, 3,24,PDT, 59.0,30,2.0,4.0,26,2,0.0,10.78,4,27.6
3,9,2014, 4,24,PDT, 57.0,35,2.0,3.0,48,2,0.0,10.78,3,29.6
3,9,2014, 5,24,PDT, 61.0,24,3.0,5.0,46,2,0.0,10.78,5,24.0
3,9,2014, 6,24,PDT, 61.0,25,3.0,4.0,56,2,0.0,10.78,4,24.9
3,9,2014, 7,24,PDT, 61.0,24,3.0,4.0,46,2,6.0,10.78,4,24.0
3,9,2014, 8,24,PDT, 67.0,21,3.0,5.0,45,2,32.0,10.78,5,25.8
3,9,2014, 9,24,PDT, 78.0,13,1.0,4.0,150,2,476.0,10.78,4,23.2
3,9,2014, 10,24,PDT, 82.0,11,1.0,3.0,219,2,50.0,10.78,3,22.3
3,9,2014, 11,24,PDT, 83.0,12,2.0,4.0,186,2,601.0,10.78,4,25.1
3,9,2014, 12,24,PDT, 83.0,11,3.0,6.0,13,2,1053.0,10.78,6,23.1
3,9,2014, 13,24,PDT, 86.0,9,3.0,12.0,5,2,961.0,10.78,12,20.6
3,9,2014, 14,24,PDT, 83.0,11,4.0,10.0,287,2,1070.0,10.78,10,23.1
3,9,2014, 15,24,PDT, 83.0,11,4.0,8.0,292,2,939.0,10.78,8,23.1
3,9,2014, 16,24,PDT, 83.0,12,4.0,7.0,303,2,772.0,10.78,7,25.1
3,9,2014, 17,24,PDT, 79.0,15,5.0,9.0,303,2,485.0,10.78,9,27.4
3,9,2014, 18,24,PDT, 77.0,16,4.0,8.0,315,2,201.0,10.78,8,27.4
3,9,2014, 19,24,PDT, 72.0,20,2.0,6.0,342,2,2.0,10.78,6,28.7
3,9,2014, 20,24,PDT, 66.0,29,1.0,3.0,357,2,0.0,10.78,3,32.8
3,9,2014, 21,24,PDT, 61.0,36,1.0,3.0,320,2,0.0,10.78,3,33.9
3,9,2014, 22,24,PDT, 59.0,39,3.0,4.0,51,2,0.0,10.78,4,34.1
3,9,2014, 23,24,PDT, 58.0,36,2.0,3.0,43,2,0.0,10.78,3,31.2
3,10,2014, 0,24,PDT, 59.0,32,2.0,3.0,57,2,0.0,10.78,3,29.2
3,10,2014, 1,24,PDT, 58.0,34,2.0,3.0,39,2,0.0,10.78,3,29.8
3,10,2014, 2,24,PDT, 59.0,31,3.0,4.0,50,2,0.0,10.78,4,28.4
3,10,2014, 3,24,PDT, 59.0,30,3.0,4.0,48,2,0.0,10.78,4,27.6
3,10,2014, 4,24,PDT, 58.0,31,2.0,4.0,48,2,0.0,10.78,4,27.5
3,10,2014, 5,24,PDT, 56.0,34,2.0,4.0,54,2,0.0,10.78,4,28.0
3,10,2014, 6,24,PDT, 58.0,29,3.0,4.0,67,2,0.0,10.78,4,25.9
3,10,2014, 7,24,PDT, 57.0,30,2.0,4.0,64,2,4.0,10.78,4,25.9
3,10,2014, 8,24,PDT, 63.0,26,2.0,4.0,63,2,59.0,10.78,4,27.6
3,10,2014, 9,24,PDT, 72.0,19,2.0,4.0,60,2,314.0,10.78,4,27.5
3,10,2014, 10,24,PDT, 79.0,13,1.0,3.0,176,2,45.0,10.78,3,24.0
3,10,2014, 11,24,PDT, 81.0,12,2.0,4.0,180,2,924.0,10.78,4,23.6
3,10,2014, 12,24,PDT, 83.0,12,2.0,6.0,207,2,1054.0,10.78,6,25.1
3,10,2014, 13,24,PDT, 82.0,12,3.0,6.0,237,2,1099.0,10.78,6,24.4
3,10,2014, 14,24,PDT, 82.0,13,4.0,8.0,229,2,1064.0,10.78,8,26.3
3,10,2014, 15,24,PDT, 79.0,19,5.0,8.0,292,2,929.0,10.78,8,33.2
3,10,2014, 16,24,PDT, 78.0,18,3.0,7.0,307,2,735.0,10.78,7,31.1
3,10,2014, 17,24,PDT, 77.0,17,4.0,6.0,297,2,482.0,10.78,6,28.8
3,10,2014, 18,24,PDT, 75.0,27,2.0,5.0,260,2,113.0,10.78,5,38.7
3,10,2014, 19,24,PDT, 69.0,37,1.0,3.0,272,2,2.0,10.78,3,41.6
3,10,2014, 20,24,PDT, 62.0,63,2.0,3.0,292,2,0.0,10.78,3,49.3
3,10,2014, 21,24,PDT, 60.0,76,1.0,3.0,316,2,0.0,10.78,3,52.4
3,10,2014, 22,24,PDT, 53.0,86,0.0,1.0,,2,1.0,10.78,1,48.9
3,10,2014, 23,24,PDT, 52.0,90,0.0,0.0,,2,0.0,10.78,0,49.2
3,11,2014, 0,24,PDT, 55.0,82,0.0,0.0,,2,0.0,10.78,0,49.6
3,11,2014, 1,24,PDT, 53.0,82,0.0,0.0,,2,0.0,10.78,0,47.7
3,11,2014, 2,24,PDT, 53.0,78,0.0,0.0,,2,0.0,10.78,0,46.3
3,11,2014, 3,24,PDT, 51.0,75,0.0,0.0,,2,0.0,10.78,0,43.4
3,11,2014, 4,24,PDT, 52.0,63,0.0,0.0,,2,0.0,10.78,0,39.8
3,11,2014, 5,24,PDT, 51.0,60,0.0,0.0,,2,0.0,10.78,0,37.6
3,11,2014, 6,24,PDT, 51.0,57,0.0,0.0,,2,0.0,10.78,0,36.3
3,11,2014, 7,24,PDT, 51.0,53,0.0,0.0,,2,4.0,10.78,0,34.5
